review_id,text,source,item,true_sentiment,review_date
REV101605,"Worst laptop stand I have ever bought, total regret.",Facebook Comment,laptop stand,negative,2024-05-14
REV101606,"Very frustrated with the mobile app, it never worked as advertised.",Amazon Review,mobile app,negative,2024-10-15
REV101607,"The office chair does what it's supposed to do, nothing special.",Twitter/X Post,office chair,neutral,2024-01-01
REV101608,"Excellent mobile app, exactly as described and super reliable. 😊",Twitter/X Post,mobile app,positive,2024-02-11
REV101609,"Excellent backpack, exactly as described and super reliable.",Twitter/X Post,backpack,positive,2024-08-07
REV101610,The air purifier arrived on time and matches the description.,Product Forum,air purifier,neutral,2024-12-18
REV101611,Great streaming service! My whole family loves it.,Twitter/X Post,streaming service,positive,2024-10-22
REV101612,"I'm impressed by how well the software update performs, truly outstanding. 😊",Facebook Comment,software update,positive,2024-09-03
REV101613,"This gaming mouse is fantastic, best purchase I've made all year.",Amazon Review,gaming mouse,positive,2024-03-20
REV101614,"Very frustrated with the bluetooth speaker, it never worked as advertised.!!",News Headline,bluetooth speaker,negative,2024-07-23
REV101615,"This airline is a game changer, I use it every single day.",Amazon Review,airline,positive,2024-10-31
REV101616,The software update is overpriced for such low quality.!!,Product Forum,software update,negative,2024-11-12
REV101617,"I bought the streaming service last week, still testing it out.",News Headline,streaming service,neutral,2024-04-10
REV101618,"I'm so disappointed with this office chair, complete waste of money.!!",Facebook Comment,office chair,negative,2024-05-17
REV101619,"Disappointing yoga mat, definitely returning it.",Amazon Review,yoga mat,negative,2024-09-20
REV101620,"This mobile app is fantastic, best purchase I've made all year. :)",Product Forum,mobile app,positive,2024-08-09
REV101621,"I'm impressed by how well the water bottle performs, truly outstanding.!!",Facebook Comment,water bottle,positive,2024-05-27
REV101622,"Five stars for the yoga mat, it changed the way I do things.",Amazon Review,yoga mat,positive,2024-09-19
REV101623,"Just unboxed the streaming service, will update this review later.",Amazon Review,streaming service,neutral,2024-07-11
REV101624,The office chair is overpriced for such low quality.,Product Forum,office chair,negative,2024-07-11
REV101625,Here is my honest review of the office chair after a week of use.,Facebook Comment,office chair,neutral,2024-06-14
REV101626,The running shoes has some pros and cons worth mentioning.,Amazon Review,running shoes,neutral,2024-09-30
REV101627,The streaming service has some pros and cons worth mentioning.,News Headline,streaming service,neutral,2024-07-31
REV101628,"I bought the subscription plan last week, still testing it out.",Amazon Review,subscription plan,neutral,2024-06-02
REV101629,"This delivery service is fantastic, best purchase I've made all year. 😊",Amazon Review,delivery service,positive,2024-04-21
REV101630,Great air purifier! My whole family loves it.,Twitter/X Post,air purifier,positive,2024-08-08
REV101631,"I'm so disappointed with this mobile app, complete waste of money.",Twitter/X Post,mobile app,negative,2024-05-10
REV101632,"I bought the kitchen blender last week, still testing it out.",News Headline,kitchen blender,neutral,2024-08-30
REV101633,"Very frustrated with the water bottle, it never worked as advertised.!!",Facebook Comment,water bottle,negative,2024-08-23
REV101634,"Disappointing airline, definitely returning it.",Amazon Review,airline,negative,2024-01-15
REV101635,"Very frustrated with the kitchen blender, it never worked as advertised. :(",Facebook Comment,kitchen blender,negative,2024-02-01
REV101636,"Just unboxed the yoga mat, will update this review later.",Twitter/X Post,yoga mat,neutral,2024-07-28
REV101637,The airline arrived quickly and the build quality is amazing.,Twitter/X Post,airline,positive,2024-11-06
REV101638,The software update stopped working and support was unhelpful.,Amazon Review,software update,negative,2024-08-18
REV101639,"This software update is a game changer, I use it every single day. :)",Product Forum,software update,positive,2024-12-12
REV101640,I hate how unreliable this office chair turned out to be.,Facebook Comment,office chair,negative,2024-02-15
REV101641,The laptop stand has some pros and cons worth mentioning.,Product Forum,laptop stand,neutral,2024-04-06
REV101642,What a wonderful gaming mouse! Great value for the price.,Amazon Review,gaming mouse,positive,2024-12-05
REV101643,The air purifier stopped working and support was unhelpful.,Facebook Comment,air purifier,negative,2024-08-30
REV101644,"Five stars for the yoga mat, it changed the way I do things. 😊",Amazon Review,yoga mat,positive,2024-05-27
REV101645,Great air purifier! My whole family loves it.!!,Twitter/X Post,air purifier,positive,2024-03-25
REV101646,"Absolutely love this yoga mat, it exceeded all my expectations!",Twitter/X Post,yoga mat,positive,2024-05-19
REV101647,"I bought the laptop stand last week, still testing it out.",Amazon Review,laptop stand,neutral,2024-03-24
REV101648,Comparing the smartphone case to similar products on the market now.,Twitter/X Post,smartphone case,neutral,2024-06-21
REV101649,"Excellent air purifier, exactly as described and super reliable.",Amazon Review,air purifier,positive,2024-10-27
REV101650,"The wireless headphones is okay, not great but not bad either.",News Headline,wireless headphones,neutral,2024-01-28
REV101651,The mobile app has some pros and cons worth mentioning.,Facebook Comment,mobile app,neutral,2024-06-17
REV101652,This fitness tracker is poorly made and feels cheap. Never again.,Facebook Comment,fitness tracker,negative,2024-02-11
REV101653,"I'm so disappointed with this electric toothbrush, complete waste of money. :(",Amazon Review,electric toothbrush,negative,2024-08-16
REV101654,Highly recommend the smartphone case to anyone looking for quality.,Twitter/X Post,smartphone case,positive,2024-10-27
REV101655,"I'm so disappointed with this yoga mat, complete waste of money. :(",News Headline,yoga mat,negative,2024-11-03
REV101656,This delivery service is poorly made and feels cheap.,News Headline,delivery service,negative,2024-01-01
REV101657,Highly recommend the restaurant chain to anyone looking for quality.,Facebook Comment,restaurant chain,positive,2024-08-21
REV101658,"Awful experience with the office chair, would not recommend at all.",News Headline,office chair,negative,2024-12-22
REV101659,"Very frustrated with the desk lamp, it never worked as advertised.!!",News Headline,desk lamp,negative,2024-02-23
REV101660,"I'm impressed by how well the kitchen blender performs, truly outstanding.",Product Forum,kitchen blender,positive,2024-03-31
REV101661,"I'm so disappointed with this gaming mouse, complete waste of money. :(",Amazon Review,gaming mouse,negative,2024-10-27
REV101662,Considering whether to keep the smartphone case or exchange it.,News Headline,smartphone case,neutral,2024-12-09
REV101663,"This coffee maker is a game changer, I use it every single day.",News Headline,coffee maker,positive,2024-11-04
REV101664,"Absolutely love this gaming mouse, it exceeded all my expectations!",Amazon Review,gaming mouse,positive,2024-10-12
REV101665,The customer service team was super helpful with my coffee maker order.,Twitter/X Post,coffee maker,positive,2024-07-31
REV101666,"Worst backpack I have ever bought, total regret.",Facebook Comment,backpack,negative,2024-12-14
REV101667,"The smartphone case meets the basic requirements, nothing more.",Product Forum,smartphone case,neutral,2024-06-12
REV101668,The delivery service arrived on time and matches the description.,Facebook Comment,delivery service,neutral,2024-12-08
REV101669,The electric toothbrush is overpriced for such low quality. :(,Facebook Comment,electric toothbrush,negative,2024-06-24
REV101670,"Five stars for the backpack, it changed the way I do things.",Twitter/X Post,backpack,positive,2024-08-16
REV101671,The fitness tracker arrived damaged and customer service ignored me.,Twitter/X Post,fitness tracker,negative,2024-06-30
REV101672,I hate how unreliable this gaming mouse turned out to be. :(,Product Forum,gaming mouse,negative,2024-12-24
REV101673,The customer service team was super helpful with my air purifier order. :),News Headline,air purifier,positive,2024-10-08
REV101674,"The gaming mouse is okay, not great but not bad either.",News Headline,gaming mouse,neutral,2024-10-31
REV101675,Highly recommend the water bottle to anyone looking for quality.,Amazon Review,water bottle,positive,2024-04-04
REV101676,"I bought the desk lamp last week, still testing it out.",Facebook Comment,desk lamp,neutral,2024-09-09
REV101677,The software update is overpriced for such low quality.,News Headline,software update,negative,2024-08-17
REV101678,Great wireless headphones! My whole family loves it.,Twitter/X Post,wireless headphones,positive,2024-01-05
REV101679,"Disappointing water bottle, definitely returning it.",Facebook Comment,water bottle,negative,2024-06-07
REV101680,"Very frustrated with the running shoes, it never worked as advertised.",Amazon Review,running shoes,negative,2024-07-05
REV101681,Here is my honest review of the streaming service after a week of use.,Amazon Review,streaming service,neutral,2024-09-13
REV101682,What a wonderful customer support experience! Great value for the price.,Facebook Comment,customer support experience,positive,2024-09-01
REV101683,The laptop stand has some pros and cons worth mentioning.,Facebook Comment,laptop stand,neutral,2024-11-01
